,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id,isolate,host,isolation_source,env_broad_scale,env_local_scale,env_medium,geo_loc_name,lat_lon,source_uvig,virus_enrich_appr,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,collected_by,sequenced_by,BioSampleModel,purpose_of_ww_sampling,ww_sample_site,ww_surv_jurisdiction,ww_surv_system_sample_id,ww_processing_protocol,concentration_method,extraction_method,ww_surv_target_1,ww_surv_target_1_known_present,amplicon_PCR_primer_scheme,sample,fasta_file,collection_site_id,ww_population_source,extraction_control,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_flow,enrichment_kit,amplicon_size,sequence_submitter_contact_email,raw_sequence_data_processing_method,collection_time,instantaneous_flow,collection_volume,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,ww_primary_sludge_retention_time,geo_loc_ENA,site id
SRR25657526,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657526,SRX21383272,,,wastewater,,,,USA: District of Columbia,,,,1600000.0,12,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,dc,10414.B,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,bU5yKSvuTDPZ
SRR25657550,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657550,SRX21383248,,,wastewater,,,,USA: Florida,,,,277823.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,fl,9348.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,hT7AKtZiq8nf
SRR25657355,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657355,SRX21383442,,,wastewater,,,,USA: New York,,,,848328.0,21,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,nz,9358.Z,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,mgMDHxka2ePw
SRR25657464,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657464,SRX21383334,,,wastewater,,,,USA: Florida,,,,463672.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,fl,9345.N,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,6rtqdVKui6Fi
SRR25657528,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657528,SRX21383270,,,wastewater,,,,USA: Indiana,,,,21600.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,in,8512.G,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,6NFuHQTukKVv
SRR25657484,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657484,SRX21383314,,,wastewater,,,,USA: South Dakota,,,,80000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,sd,10486.J,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,5kzbLDPJuQg6
SRR25657262,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657262,SRX21383170,,,wastewater,,,,USA: Pennsylvania,,,,28809.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,pa,10392.L,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,j7RuqjsQ5eKs
SRR25657525,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657525,SRX21383273,,,wastewater,,,,USA: Illinois,,,,240000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,il,11158.A,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,GqncDDawwjwF
SRR25657368,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657368,SRX21383429,,,wastewater,,,,USA: Florida,,,,50000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,fl,9348.B,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,5tBmGMF6trbW
SRR25657373,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657373,SRX21383335,,,wastewater,,,,USA: Indiana,,,,98000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,in,10713.F,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,2qgBBj9cQW4H
SRR25657356,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657356,SRX21383441,,,wastewater,,,,USA: Hawaii,,,,49000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,hi,10794.P,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,UA4HZv8jdaGR
SRR25657461,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657461,SRX21383337,,,wastewater,,,,USA: New York,,,,588772.0,21,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,nz,10727.AI,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,VvryaaQFSPRD
SRR25657350,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657350,SRX21383447,,,wastewater,,,,USA: Florida,,,,96136.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,fl,10348.F,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,TcnQSvbKdgqE
SRR25657398,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657398,SRX21383399,,,wastewater,,,,USA: North Carolina,,,,3500.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,nc,9080.D,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,C6G6YTiyXYMR
SRR25657392,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657392,SRX21383405,,,wastewater,,,,USA: Hawaii,,,,48519.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,hi,8270.AJ,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,9cRX5rQR7JHT
SRR25657535,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657535,SRX21383263,,,wastewater,,,,USA: Arkansas,,,,18463.0,22,post grit removal,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ar,9373.Z,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,TzmQCeATedEx
SRR25657366,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657366,SRX21383431,,,wastewater,,,,USA: Kansas,,,,66377.0,23,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ks,7746.AH,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,gaNh52fdj6nv
SRR25657437,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657437,SRX21383361,,,wastewater,,,,USA: Texas,,,,142000.0,26,post grit removal,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,tx,10834.B,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,SowUQaEgaJUj
SRR25657500,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657500,SRX21383298,,,wastewater,,,,USA: Hawaii,,,,300000.0,23,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,hi,8270.AH,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,4ZBqFcXFawNE
SRR25657467,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657467,SRX21383331,,,wastewater,,,,USA: Kansas,,,,112076.0,23,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ks,7746.AI,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,2zhsRwcXdv3D
SRR25657491,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657491,SRX21383279,,,wastewater,,,,USA: Alabama,,,,11000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,al,10413.G,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,WkNZ2xhNcF2x
SRR25657376,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657376,SRX21383421,,,wastewater,,,,USA: Mississippi,,,,299574.0,24,post grit removal,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ms,10221.B,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,jnHMyvsEpmxK
SRR25657268,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657268,SRX21383164,,,wastewater,,,,USA: Pennsylvania,,,,200000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,pa,10419.C,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,TWAfC5JP8JXw
SRR25657369,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657369,SRX21383428,,,wastewater,,,,USA: Washington,,,,789000.0,24,post grit removal,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,wa,10796.O,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ZYt6JTsKQtd6
SRR25657466,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657466,SRX21383332,,,wastewater,,,,USA: Indiana,,,,28350.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,in,8377.B,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,eT5nBKXwWqf7
SRR25657372,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657372,SRX21383425,,,wastewater,,,,USA: California,,,,230000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ca,10992.E,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,KNE6bMKx5cqi
SRR25657522,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657522,SRX21383276,,,wastewater,,,,USA: Texas,,,,170000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,tx,11010.D,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,fyiHNrJQTnB2
SRR25657478,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657478,SRX21383320,,,wastewater,,,,USA: Kansas,,,,40000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ks,10816.E,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,HUgABvD4UaHN
SRR25657436,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657436,SRX21383362,,,wastewater,,,,USA: New York,,,,192050.0,24,post grit removal,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,nz,9354.V,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ZCUouhYrLiTZ
SRR25657515,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657515,SRX21383283,,,wastewater,,,,USA: New York,,,,588772.0,21,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,nz,9358.Y,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,VvryaaQFSPRD
SRR25657264,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657264,SRX21383168,,,wastewater,,,,USA: Pennsylvania,,,,16000.0,23,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,pa,7464.M,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,9M7meWSPHrfT
SRR25657260,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657260,SRX21383172,,,wastewater,,,,USA: Pennsylvania,,,,14194.0,24,post grit removal,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,pa,10455.L,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,L5MFY7QmGVB5
SRR25657485,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657485,SRX21383313,,,wastewater,,,,USA: South Dakota,,,,13289.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,sd,10778.F,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,gdCo2UCc3nGi
SRR25657540,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657540,SRX21383258,,,wastewater,,,,USA: Arkansas,,,,27000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ar,10938.F,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,SbJPisD5pLuF
SRR25657362,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657362,SRX21383435,,,wastewater,,,,USA: Hawaii,,,,10000.0,26,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,hi,8590.B,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,jf7XBf2u9aCf
SRR25657470,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657470,SRX21383328,,,wastewater,,,,USA: Kansas,,,,73829.0,23,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,ks,7747.AB,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,7e4ndjkntkkJ
SRR25657440,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657440,SRX21383358,,,wastewater,,,,USA: New York,,,,684569.0,20,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,nz,9358.AB,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,KMeLs3XnYug7
SRR25657371,,,,,,,,,,2023-08-06,,,,,,,,,,,,,,,,,SRR25657371,SRX21383426,,,wastewater,,,,USA: Texas,,,,140000.0,24,raw wastewater,composite,Biobot Analytics,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,tx,10894.C,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,SARS-CoV-2,yes,ARTIC V5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ZKTYxFPCK7dd
